Cluster,Occupation,Task Description
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Crear y mantener una base de datos de tasaciones realizadas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Determinar el tipo de valoración adecuada a realizar, como mercado justo, reposición o liquidación, en función de las necesidades del propietario.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Documentar las características físicas de la propiedad, como medidas, calidad y diseño.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Pronosticar el valor de la propiedad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Inspeccionar propiedad personal o comercial.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Localice y registre datos sobre ventas de propiedades comparables utilizando software especializado, búsquedas en Internet o registros personales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Recomendar montos de préstamo basados ​​en el valor de la propiedad que se utiliza como garantía.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Tome fotografías de la propiedad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Testificar ante el tribunal sobre el valor de una propiedad tangible.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Actualizar las tasaciones cuando la propiedad haya sido mejorada, dañada o haya cambiado de otro modo.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Verifique que la propiedad coincida con las descripciones o certificaciones legales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Redactar y presentar informes de tasación de propiedades, como joyas, arte, antigüedades, objetos de colección y equipos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Tasadores de propiedad personal y comercial,"Escriba descripciones de la propiedad que se está tasando.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Resumir presupuestos y presentar recomendaciones para la aprobación o desaprobación de solicitudes de fondos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Analizar los informes mensuales de presupuesto y contabilidad del departamento para mantener los controles de gastos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Examinar las estimaciones presupuestarias para verificar que estén completas, sean precisas y cumplan con los procedimientos y regulaciones.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Dirigir la elaboración de informes presupuestarios ordinarios y especiales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Brindar asesoría y asistencia técnica en análisis de costos, asignación fiscal y preparación de presupuestos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Recopilar y analizar registros contables y otros datos para determinar los recursos financieros necesarios para implementar un programa.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Revisar los presupuestos operativos para analizar las tendencias que afectan las necesidades presupuestarias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Interpretar directivas presupuestarias y establecer políticas para su ejecución.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Hacer coincidir las asignaciones para programas específicos con las asignaciones para programas más amplios, incluidos elementos para fondos de emergencia.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Consultar con los gerentes para garantizar que los ajustes presupuestarios se realicen de acuerdo con los cambios del programa.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Realice análisis de costo-beneficio para comparar programas operativos, revisar solicitudes financieras o explorar métodos de financiamiento alternativos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Buscar nuevas formas de mejorar la eficiencia y aumentar las ganancias.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Analistas de presupuesto,"Declarar ante las autoridades instructoras y otorgantes de fondos, aclarando y promoviendo los proyectos de presupuesto.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Desarrollar planes de gestión de emergencias para la toma de decisiones y las comunicaciones de recuperación, la continuidad de los procesos departamentales críticos o el cierre temporal de departamentos no críticos para garantizar la continuidad de la operación y la gobernanza.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Desarrolle planes de recuperación ante desastres para ubicaciones físicas con activos críticos, como centros de datos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Pruebe estrategias y planes documentados de recuperación ante desastres.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Analice el impacto y el riesgo de las funciones comerciales esenciales o los sistemas de información para identificar períodos de tiempo de recuperación aceptables y requisitos de recursos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Redactar informes para resumir las actividades de prueba, incluidas descripciones de objetivos, planificación, programación, ejecución, resultados, análisis, conclusiones y recomendaciones.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Revisar los planes existentes de recuperación ante desastres, gestión de crisis o continuidad del negocio.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Cree escenarios para restablecer operaciones a partir de diversos tipos de interrupciones comerciales.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Establezca, mantenga o pruebe árboles de llamadas para garantizar una comunicación adecuada durante un desastre.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Conducir o supervisar la integración y operación del plan de contingencia.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Identifique oportunidades de mejora estratégica o mitigación de la interrupción del negocio y otros riesgos causados ​​por iniciativas de cambio comerciales, regulatorias o específicas de la industria.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Interpretar las regulaciones gubernamentales y los códigos aplicables para garantizar el cumplimiento.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Crear o administrar presentaciones o materiales de capacitación y concientización.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Preparar informes que resuma los resultados operativos, el desempeño financiero o los logros de objetivos, metas o planes específicos.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Asista a reuniones profesionales, lea literatura y participe en capacitación u otras ofertas educativas para mantenerse al tanto de los nuevos desarrollos y tecnologías relacionados con la recuperación ante desastres y la continuidad del negocio.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Recomendar o implementar métodos para monitorear, evaluar o permitir la resolución de interrupciones de seguridad, operaciones o cumplimiento.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Crear presupuestos de continuidad del negocio y recuperación ante desastres.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Mantener y actualizar los planos de sistemas de redes y aplicaciones de tecnología de la información de la organización.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Diseñar o implementar productos y servicios para mitigar el riesgo o facilitar el uso de herramientas y métodos basados ​​en tecnología.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Analice datos de inteligencia corporativa para identificar tendencias, patrones o advertencias que indiquen amenazas a la seguridad de personas, activos, información o infraestructura.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Realizar o supervisar la recopilación de inteligencia corporativa para evitar fraudes, delitos financieros, ataques cibernéticos, terrorismo y fallas de infraestructura.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,Planificadores de continuidad del negocio,"Identifique objetivos individuales o de transacciones para dirigir la recopilación de inteligencia.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Compradores y Agentes de Compras, Productos Agrícolas","Comprar, para su posterior procesamiento o reventa, productos agrícolas, como leche, cereales o árboles de Navidad.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Compradores y Agentes de Compras, Productos Agrícolas","Organizar el procesamiento o la reventa de los productos comprados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Compradores y Agentes de Compras, Productos Agrícolas","Negociar contratos con agricultores para la producción o compra de productos agrícolas.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Compradores y Agentes de Compras, Productos Agrícolas","Organizar el transporte o almacenamiento de los productos comprados.
Ocupaciones relacionadas"
Operaciones comerciales y financieras,"Compradores y Agentes de Compras, Productos Agrícolas","Mantener registros de transacciones comerciales e inventarios de productos, reportando datos a empresas o agencias gubernamentales según sea necesario.
Ocupaciones relacionadas"
